id,SKU,Descripcion,PrecioLista,Precio Distribuidor,idProveedor,Activo,Fotografia,Especificacion,Video,Status,Unidad, Moneda,Categorizacion
 ,TV-060-ND,SALIDA TINA DE PARED NUVA SDESV ND, ,1790.0,,,http://portal.helvex.com.mx/images/productos/TV-060-ND.jpg,,,,ST,MXN,
 ,TV-060-S,SALTINA PARED SDESV NUVA S, ,1790.0,,,http://portal.helvex.com.mx/images/productos/TV-060-S.jpg,,,,ST,MXN,
 ,TV-060-S-PVD,SALTINA PARED SDESV 3/4" NUVA SD, ,1884.0,,,http://portal.helvex.com.mx/images/productos/TV-060-S-PVD.jpg,,,,ST,MXN,
 ,TV-061,SALTINA PARED CDESV NUVA CR, ,1763.0,,,http://portal.helvex.com.mx/images/productos/TV-061.jpg,,,,ST,MXN,
 ,TV-061-ND,SALIDA TINA DE PARED NUVA CDESV ND, ,2033.0,,,http://portal.helvex.com.mx/images/productos/TV-061-ND.jpg,,,,ST,MXN,
 ,TV-061-S,SALTINA PARED CDESV NUVA S, ,2033.0,,,http://portal.helvex.com.mx/images/productos/TV-061-S.jpg,,,,ST,MXN,
 ,TV-062,SALTINA PARED SDESV PREMIER CR, ,1207.0,,,http://portal.helvex.com.mx/images/productos/TV-062.jpg,,,,ST,MXN,
 ,TV-062-S,SALTINA PARED SDESV PREMIER S, ,1392.0,,,http://portal.helvex.com.mx/images/productos/TV-062-S.jpg,,,,ST,MXN,
 ,TV-064,SALTINA PARED SDESV OLIMPO CR, ,1006.0,,,http://portal.helvex.com.mx/images/productos/TV-064.jpg,,,,ST,MXN,
 ,TV-066,SALTINA PARED SDESV LRG OLIMPO CR, ,1454.0,,,http://portal.helvex.com.mx/images/productos/TV-066.jpg,,,,ST,MXN,
 ,TV-067,SALTINA PARED CDESV LRG OLIMPO CR, ,1604.0,,,http://portal.helvex.com.mx/images/productos/TV-067.jpg,,,,ST,MXN,
 ,TV-069,SALTINA PARED CDESV VERTIKA CR, ,1813.0,,,http://portal.helvex.com.mx/images/productos/TV-069.jpg,,,,ST,MXN,
 ,TV-069-S,SALTINA PARED CDESV VERTIKA S, ,2095.0,,,http://portal.helvex.com.mx/images/productos/TV-069-S.jpg,,,,ST,MXN,
 ,TV-076,SALTINA PISO SDESV NUVA CR, ,2878.0,,,http://portal.helvex.com.mx/images/productos/TV-076.jpg,,,,ST,MXN,
 ,TV-076-ND,SALIDA TINA DE PISO NUVA ND, ,3170.0,,,http://portal.helvex.com.mx/images/productos/TV-076-ND.jpg,,,,ST,MXN,
 ,TV-076-S,SALTINA PISO SDESV NUVA S, ,3170.0,,,http://portal.helvex.com.mx/images/productos/TV-076-S.jpg,,,,ST,MXN,
 ,TV-076-S-PVD,SALTINA PISO SDESV NUVA PVD S, ,3031.0,,,http://portal.helvex.com.mx/images/productos/TV-076-S-PVD.jpg,,,,ST,MXN,
 ,TV-076-SD,SALTINA PISO SDESV NUVA SD, ,3309.0,,,http://portal.helvex.com.mx/images/productos/TV-076-SD.jpg,,,,ST,MXN,
 ,TV-081,SALTINA PISO VERTIKA CR, ,3231.0,,,http://portal.helvex.com.mx/images/productos/TV-081.jpg,,,,ST,MXN,
 ,TV-081-S,SALTINA PISO VERTIKA S, ,3714.0,,,http://portal.helvex.com.mx/images/productos/TV-081-S.jpg,,,,ST,MXN,
 ,TV-083,SALTINA PISO MAGNA DX CR, ,2706.0,,,http://portal.helvex.com.mx/images/productos/TV-083.jpg,,,,ST,MXN,
 ,TV-083-ND,SALTINA PISO MAGNA DX ND, ,2981.0,,,http://portal.helvex.com.mx/images/productos/TV-083-ND.jpg,,,,ST,MXN,
 ,TV-083-S,SALTINA PISO MAGNA DX S, ,2981.0,,,http://portal.helvex.com.mx/images/productos/TV-083-S.jpg,,,,ST,MXN,
 ,TV-100,LLAV ECONOMIZ PARED CIERR AUT ANTIRR CR, ,1732.0,,,http://portal.helvex.com.mx/images/productos/TV-100.jpg,,,,ST,MXN,
 ,TV-105,LLAV ECONOMIZ CIERR AUT CR, ,1650.0,,,http://portal.helvex.com.mx/images/productos/TV-105.jpg,,,,ST,MXN,
 ,TV-120,LLAV LAV ECONOMIZ TEMPORIZ CIERRE AUT CR, ,1897.0,,,http://portal.helvex.com.mx/images/productos/TV-120.jpg,,,,ST,MXN,
 ,TV-120-1.8,LLAV LAV ECONOMIZ TEMPORIZ CIERRAUT1.8CR, ,1897.0,,,http://portal.helvex.com.mx/images/productos/TV-120-1.8.jpg,,,,ST,MXN,
 ,TV-121,LLAV LAV ECONOMIZ TEMPORIZ PARED CR, ,1991.0,,,http://portal.helvex.com.mx/images/productos/TV-121.jpg,,,,ST,MXN,
 ,TV-121-SD,LLAV LAV ECONOMIZ TEMPORIZ SD, ,2405.0,,,http://portal.helvex.com.mx/images/productos/TV-121-SD.jpg,,,,ST,MXN,
 ,TV-122,LLAV LAV ECONOMIZ TEMPORIZ CIERRE AUT CR, ,1897.0,,,http://portal.helvex.com.mx/images/productos/TV-122.jpg,,,,ST,MXN,
 ,TV-165,SALTINA PARED CDESV OLIMPO CR, ,1138.0,,,http://portal.helvex.com.mx/images/productos/TV-165.jpg,,,,ST,MXN,
 ,TV-165-SD,SALTINA PARED CDESV OLIMPO SD, ,1365.0,,,http://portal.helvex.com.mx/images/productos/TV-165-SD.jpg,,,,ST,MXN,
 ,TV-190,LLAV ELE LAV BAT S SENSOR NIMBUS CR, ,7194.0,,,http://portal.helvex.com.mx/images/productos/TV-190.jpg,,,,ST,MXN,
 ,TV-190-LOGO,LLAV ELE LAV BAT S SENSOR LOG NIMBUS CR, ,7891.0,,,http://portal.helvex.com.mx/images/productos/TV-190-LOGO.jpg,,,,ST,MXN,
 ,TV-200,LLAV ELEC LAV BAT PARED NUVA CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV-200.jpg,,,,ST,MXN,
 ,TV-200-C,LLAV ELEC LAV CORR PARED NUVA CR, ,7599.0,,,http://portal.helvex.com.mx/images/productos/TV-200-C.jpg,,,,ST,MXN,
 ,TV-200-SD,LLAV ELEC LAV BAT PARED NUVA SD, ,7912.0,,,http://portal.helvex.com.mx/images/productos/TV-200-SD.jpg,,,,ST,MXN,
 ,TV-201,LLAV ELE LAV BAT PARED GIRAT CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV-201.jpg,,,,ST,MXN,
 ,TV-202,LLAV ELEC LAV BAT PARED CCUB NUVA CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV-202.jpg,,,,ST,MXN,
 ,TV-203,LLAV ELE BAT PARED HOSPITAL CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV-203.jpg,,,,ST,MXN,
 ,TV-296,LLAV ELEC LAV BAT ARGOS CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV-296.jpg,,,,ST,MXN,
 ,TV-296-1.8,LLAV ELEC LAV BAT 1.8L ARGOS CR, ,6954.0,,,http://portal.helvex.com.mx/images/productos/TV-296-1.8.jpg,,,,ST,MXN,
 ,TV-297,LLAV ELEC LAV BAT ALFA CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV-297.jpg,,,,ST,MXN,
 ,TV-297-S-EXH,LLAV ELEC LAV BAT ALFA S, ,2461.0,,,http://portal.helvex.com.mx/images/productos/TV-297-S-EXH.jpg,,,,ST,MXN,
 ,TV-298,LLAV ELEC LAV BAT OMEGA CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV-298.jpg,,,,ST,MXN,
 ,TV-298-S-EXH,LLAV ELEC LAV BAT EXHIB OMEGA S, ,2461.0,,,http://portal.helvex.com.mx/images/productos/TV-298-S-EXH.jpg,,,,ST,MXN,
 ,TV-298-SD,LLAV ELEC LAV BAT OMEGA SD, ,8366.0,,,http://portal.helvex.com.mx/images/productos/TV-298-SD.jpg,,,,ST,MXN,
 ,TV-299,LLAV ELEC LAV BAT TRON CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV-299.jpg,,,,ST,MXN,
 ,TV-299-S-EXH,LLAV ELEC LAV BAT EXHIB TRON S, ,2461.0,,,http://portal.helvex.com.mx/images/productos/TV-299-S-EXH.jpg,,,,ST,MXN,
 ,TV-300,LLAV ELE LAV BAT S SENSOR D PARED CR, ,6629.0,,,http://portal.helvex.com.mx/images/productos/TV-300.jpg,,,,ST,MXN,
 ,TV-396,LLAV ELEC LAV CORR ARGOS CR, ,7299.0,,,http://portal.helvex.com.mx/images/productos/TV-396.jpg,,,,ST,MXN,
 ,TV-397,LLAV ELEC LAV CORR ALFA CR, ,7299.0,,,http://portal.helvex.com.mx/images/productos/TV-397.jpg,,,,ST,MXN,
 ,TV-398,LLAV ELEC LAV CORR OMEGA CR, ,7299.0,,,http://portal.helvex.com.mx/images/productos/TV-398.jpg,,,,ST,MXN,
 ,TV-399,LLAV ELEC LAV CORR TRON CR, ,7299.0,,,http://portal.helvex.com.mx/images/productos/TV-399.jpg,,,,ST,MXN,
 ,TV-400-SD,LLAV ELE LAV BAT S SENSOR NUVA SD, ,9201.0,,,http://portal.helvex.com.mx/images/productos/TV-400-SD.jpg,,,,ST,MXN,
 ,TV-405,LLAV ELE LAV BAT S SENSOR ALTA NUVA CR, ,8412.0,,,http://portal.helvex.com.mx/images/productos/TV-405.jpg,,,,ST,MXN,
 ,TV-405-SD,LLAV ELE LAV BAT S SENSOR ALTA NUVA SD, ,10158.0,,,http://portal.helvex.com.mx/images/productos/TV-405-SD.jpg,,,,ST,MXN,
 ,TV-463,DESV P MON D REG CR, ,1310.0,,,http://portal.helvex.com.mx/images/productos/TV-463.jpg,,,,ST,MXN,
 ,TV058-27CM,SALTINA PARED SDESV 27CM KUBICA CR, ,1820.0,,,http://portal.helvex.com.mx/images/productos/TV058-27CM.jpg,,,,ST,MXN,
 ,TV105-2,LLAV ECONOMIZ CIERR AUT 2L CR, ,1650.0,,,http://portal.helvex.com.mx/images/productos/TV105-2.jpg,,,,ST,MXN,
 ,TV121-1.9,LLAVE LAV TEMPORIZADORA PARED CR 1.9, ,1991.0,,,http://portal.helvex.com.mx/images/productos/TV121-1.9.jpg,,,,ST,MXN,
 ,TV122-1.9,LLAV LAV TEMPORIZ CIERRE AUT 1.9L CR, ,1897.0,,,http://portal.helvex.com.mx/images/productos/TV122-1.9.jpg,,,,ST,MXN,
 ,TV190-1.8,LLAV ELE LAV BAT S SENSOR 1.8L NIMBUS CR, ,7194.0,,,http://portal.helvex.com.mx/images/productos/TV190-1.8.jpg,,,,ST,MXN,
 ,TV190-1.9-12SEG,MODELO CANCELADO, ,7194.0,,,http://portal.helvex.com.mx/images/productos/TV190-1.9-12SEG.jpg,,,,ST,MXN,
 ,TV190-1.9-15SEG,LLAV LAV BAT 15SEG 1.9L NIMBUS CR, ,7194.0,,,http://portal.helvex.com.mx/images/productos/TV190-1.9-15SEG.jpg,,,,ST,MXN,
 ,TV200C-1.9,LLAV ELEC LAV CORR PARED NUVA 1.9L CR, ,7599.0,,,http://portal.helvex.com.mx/images/productos/TV200C-1.9.jpg,,,,ST,MXN,
 ,TV201-1.9-12SEG,MODELO CANCELADO, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV201-1.9-12SEG.jpg,,,,ST,MXN,
 ,TV201-1.9-15SEG,LLAV LAV BAT PARED 15SEG 1.9L CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV201-1.9-15SEG.jpg,,,,ST,MXN,
 ,TV201-C,LLAV ELE LAV CORR PARED GIRAT CR, ,8297.0,,,http://portal.helvex.com.mx/images/productos/TV201-C.jpg,,,,ST,MXN,
 ,TV203-1.9-12SEG,MODELO CANCELADO, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV203-1.9-12SEG.jpg,,,,ST,MXN,
 ,TV296-1.9-12SEG,MODELO CANCELADO, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV296-1.9-12SEG.jpg,,,,ST,MXN,
 ,TV296-1.9-15SEG,LLAV ELEC LAV BAT 15SEG 1.9L ARGOS CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV296-1.9-15SEG.jpg,,,,ST,MXN,
 ,TV296-1.9-15SLO180,LLAV ELEC LAV BAT 1.9L LOG REF180 CR, ,7277.0,,,http://portal.helvex.com.mx/images/productos/TV296-1.9-15SLO180.jpg,,,,ST,MXN,
 ,TV297-1.8-15SEG,LLAV ELEC LAV BAT 15SEG 1.8L ALFA CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV297-1.8-15SEG.jpg,,,,ST,MXN,
 ,TV297-1.9-12SEG,MODELO CANCELADO, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV297-1.9-12SEG.jpg,,,,ST,MXN,
 ,TV297-1.9-15SEG,LLAV ELEC LAV BAT 15SEG 1.9L ALFA CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV297-1.9-15SEG.jpg,,,,ST,MXN,
 ,TV298-1.9,LLAV ELEC LAV BAT OMEGA 1.9L CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV298-1.9.jpg,,,,ST,MXN,
 ,TV299-1.8,LLAV ELEC LAV BAT 1.8L TRON CR, ,6927.0,,,http://portal.helvex.com.mx/images/productos/TV299-1.8.jpg,,,,ST,MXN,
 ,TV396-1.9-12SEG,MODELO CANCELADO, ,7299.0,,,http://portal.helvex.com.mx/images/productos/TV396-1.9-12SEG.jpg,,,,ST,MXN,
 ,TV396-1.9-15SEG,LLAV ELEC LAV CORR 15SEG 1.9L ARGOS CR, ,7299.0,,,http://portal.helvex.com.mx/images/productos/TV396-1.9-15SEG.jpg,,,,ST,MXN,
 ,TV397-1.9-12SEG,MODELO CANCELADO, ,7299.0,,,http://portal.helvex.com.mx/images/productos/TV397-1.9-12SEG.jpg,,,,ST,MXN,
 ,TV397-1.9-15SEG,LLAV ELEC LAV CORR 15SEG 1.9L ALFA CR, ,7299.0,,,http://portal.helvex.com.mx/images/productos/TV397-1.9-15SEG.jpg,,,,ST,MXN,
 ,TV398-1.9,LLAV ELEC LAV CORR OMEGA 1.9L CR, ,7299.0,,,http://portal.helvex.com.mx/images/productos/TV398-1.9.jpg,,,,ST,MXN,
 ,TV399-1.8,LLAV ELEC LAV CORR 1.8L TRON CR, ,7299.0,,,http://portal.helvex.com.mx/images/productos/TV399-1.8.jpg,,,,ST,MXN,
 ,TV399-1.9-15SEG,LLAV ELEC LAV CORR TRON 15SEG 1.9LTS CR, ,7299.0,,,http://portal.helvex.com.mx/images/productos/TV399-1.9-15SEG.jpg,,,,ST,MXN,
 ,TV405-1.9-15SEG,LLAV ELE LAV S SENSEOR ALTA NUVA 1.9L CR, ,8412.0,,,http://portal.helvex.com.mx/images/productos/TV405-1.9-15SEG.jpg,,,,ST,MXN,
 ,TV405-5.7,LLAV ELE LAV S SENS ALTA 5.7L NUVA CR, ,8412.0,,,http://portal.helvex.com.mx/images/productos/TV405-5.7.jpg,,,,ST,MXN,
 ,V.D.1176,VALV P DRENAJE P TUBO 153MM, ,4159.0,,,http://portal.helvex.com.mx/images/productos/V.D.1176.jpg,,,,ST,MXN,
 ,VCG-2,LLAV INDIV CGANSO MANIJA HOSPITAL CR, ,1842.0,,,http://portal.helvex.com.mx/images/productos/VCG-2.jpg,,,,ST,MXN,
 ,VCG-2T,LLAV INDIV CGANSO MAN TRITON CR, ,1842.0,,,http://portal.helvex.com.mx/images/productos/VCG-2T.jpg,,,,ST,MXN,
 ,VCG2-1.9,LLAV INDIV CGANSO MANIJA HOSPITAL 1.9 CR, ,1842.0,,,http://portal.helvex.com.mx/images/productos/VCG2-1.9.jpg,,,,ST,MXN,
 ,VL-2,VALV BEBEDERO RESORTE CR, ,1305.0,,,http://portal.helvex.com.mx/images/productos/VL-2.jpg,,,,ST,MXN,
